ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
13270,200000,1,2,3,56,1,3,0,0,0,-1,371953,139162,326702,23402,278894,-1791,8869,34426,16305,6169,15586,44653,0
13271,80000,1,1,2,46,0,0,-1,-1,-1,0,160805,200014,190716,251725,201071,266369,18449,15773,48170,16735,58087,55146,0
13272,30000,1,2,2,57,1,-1,0,5,2,1,57442,367751,363354,338506,106344,262872,58050,19582,41726,35275,52099,42146,1
13273,80000,1,3,2,56,4,-1,-1,-1,0,-1,106598,204014,246540,392685,70180,202400,42854,10801,52018,48676,28928,33198,1
13274,20000,1,4,3,55,-1,0,-1,0,-1,0,352379,252511,386298,110776,323484,59633,34890,32930,45928,2764,1537,38927,0
13275,500000,2,3,1,45,-1,0,-1,0,0,0,318619,365189,306152,158624,355600,57806,40361,12384,59643,42988,49936,59342,0
13276,200000,2,2,2,50,-1,0,-1,2,0,3,300241,228177,347031,325210,399080,72485,31231,36463,29519,49644,48829,14881,0
13277,50000,1,2,2,23,2,-1,1,0,0,-1,325440,18240,52548,343786,219091,388795,54184,12782,23531,52343,27344,51288,0
13278,200000,2,2,3,47,1,-1,3,1,1,-1,322531,106377,72048,321580,372377,46477,406,23599,43547,35132,5069,13399,1
13279,10000,1,2,3,27,-1,-1,-1,-1,0,0,98959,157093,398374,131046,47615,113568,56109,32155,3227,41574,31816,41974,1
13280,50000,2,3,1,60,2,0,2,-1,2,0,213184,134989,213218,11920,127449,383713,50191,25837,18438,36154,45996,45032,0
13281,150000,2,3,2,21,2,-1,2,2,-1,2,-4716,319022,134976,386892,276067,348122,22975,56479,57445,58993,45895,18099,1
13282,10000,2,3,1,42,0,0,3,1,-1,0,140906,17856,167468,229782,119723,266580,50328,41271,32578,11188,2575,35784,1
13283,200000,1,2,1,47,4,-1,-1,-1,4,5,230298,257800,-8494,343489,76691,230015,41075,34793,51606,11246,6060,8259,0
13284,300000,1,3,2,74,0,5,6,0,0,0,207773,327838,48810,336846,102116,215665,43783,14495,53119,30729,16139,8537,0
13285,100000,1,4,2,43,0,5,-1,0,-1,0,278711,207627,256230,65537,5208,350980,8827,25273,29409,20767,17530,31772,0
13286,30000,2,3,2,23,0,-1,0,0,1,2,351215,132864,-3193,84133,345146,397967,41918,13595,24698,11207,14020,33936,0
13287,200000,2,2,2,56,0,0,0,-1,0,3,178900,109970,68000,87955,396246,327034,59119,44752,38080,6916,37840,43364,0
13288,50000,1,2,1,74,-1,-1,0,-1,-1,0,185988,96177,192232,-4852,327429,133054,56533,35334,47924,29668,6967,47362,0
13289,200000,1,1,2,47,2,-1,4,-1,0,0,115270,231364,151759,-977,55971,366057,21146,56943,45028,16112,33943,12901,0
13290,150000,1,2,1,73,-1,-1,-1,0,2,0,354841,258420,135823,375297,141286,104351,16864,49099,48911,37252,43002,39299,0
13291,10000,2,2,2,48,-1,-1,0,-1,-1,-1,235530,139912,354920,123195,99332,278573,3858,5165,43206,6007,15040,15453,0
13292,10000,1,3,1,61,0,-1,1,-1,-1,0,280324,121577,272065,206866,96785,27448,1158,14800,28810,53569,40913,13804,0
13293,10000,2,2,1,53,3,-1,0,3,0,0,150134,161640,316078,341103,382052,42432,59884,39220,22240,6611,8747,22369,1
13294,10000,2,2,2,69,3,2,0,0,1,0,269631,311576,17471,7998,316703,268547,53806,51969,52512,33213,46592,9377,1
13295,30000,2,2,2,39,-1,3,6,4,5,-1,230075,325312,190641,92709,146217,273375,46256,24732,40470,42968,27091,37703,1
13296,10000,1,3,2,47,2,2,0,4,3,-1,343706,11376,58356,259932,237005,393571,7744,14428,7048,33798,25096,44219,1
13297,500000,2,2,2,59,-1,0,-1,-1,-1,1,362301,300057,198168,243026,212345,260126,46637,30508,5072,2273,2889,30852,0
13298,500000,1,1,1,35,-1,-1,4,0,0,6,266053,356300,289315,325245,107243,119744,12417,47204,29187,26175,7007,20186,0
13299,20000,1,3,1,79,2,-1,5,2,0,0,395348,14529,371633,225311,188295,222093,3068,58440,51775,17339,55482,38892,1
13300,50000,2,2,2,46,-1,0,1,0,3,2,393615,225179,247220,392290,265145,120131,54821,30872,38422,23846,29595,26192,0
13301,200000,2,1,1,76,0,-1,1,0,1,-1,145385,76452,270674,110202,87957,223421,50867,39597,58373,27942,29387,29570,0
13302,150000,2,3,1,70,-1,-1,3,0,0,2,-4348,115961,107092,235975,166956,210367,16444,27928,21852,41431,54420,9351,0
13303,100000,2,2,1,49,0,-1,-1,0,2,1,312226,72258,7724,253528,208113,347917,23425,27054,44317,275,39793,7868,0
13304,500000,1,2,3,55,-1,0,-1,-1,1,-1,39806,251737,140836,177345,354049,3038,41209,48931,46002,6153,6634,35264,0
13305,150000,2,3,2,53,-1,3,-1,2,3,-1,298322,337607,76631,177168,7556,215587,52816,26087,43141,9154,27145,48754,0
13306,150000,1,1,1,71,2,3,0,0,0,-1,145807,320561,67293,99412,350101,310792,49003,38580,14125,20499,23896,26329,1
13307,100000,2,2,2,62,2,1,4,0,-1,4,205114,364908,152939,358007,271477,119971,51387,11923,52568,17866,15689,55848,1
13308,100000,2,2,2,67,0,0,0,1,2,4,55453,314800,105551,365461,31680,33887,54369,766,10345,54948,606,40396,1
13309,30000,1,2,2,43,0,0,-1,2,2,0,362057,3105,24126,193282,198090,32881,48782,41710,48700,36677,34530,8586,0
13310,100000,1,2,2,32,6,0,1,1,-1,-1,122401,279075,235688,161941,203474,254952,32715,38345,59728,28388,795,37327,1
13311,500000,1,2,1,78,0,2,-1,0,8,8,127034,18087,351404,46358,144348,157131,51062,36589,59035,8808,28930,30947,1
13312,50000,1,2,2,69,0,5,5,1,0,-1,372914,148273,13408,109076,-7269,282176,32133,47752,16543,35614,4806,26008,0
13313,20000,2,3,1,63,2,0,5,4,8,-1,256938,19325,107995,267014,201853,189622,48882,866,9724,48666,57979,23213,1
13314,100000,1,3,1,21,1,-1,3,-1,1,-1,352844,306742,372854,3493,326769,11843,52263,20521,4390,13201,59982,29284,0
13315,200000,1,4,3,31,4,0,-1,1,0,0,121566,62440,282540,396241,221271,335998,38416,35380,54244,25819,10725,17830,0
13316,500000,1,2,2,78,2,-1,-1,-1,1,5,8326,63795,390181,339800,134497,38639,22170,16433,2221,23095,40454,576,0
13317,100000,1,2,1,26,2,5,-1,-1,-1,-1,76208,53360,286290,307393,22945,132181,13686,52324,13092,26003,4285,53910,1
13318,200000,2,2,2,36,1,1,0,0,0,2,52201,365474,159706,18154,370732,266085,9366,20465,34751,12225,57334,3977,1
13319,30000,2,1,2,40,3,2,-1,0,0,-1,142848,253062,220494,78582,171035,173201,55563,33216,59624,37941,22108,11294,1
13320,80000,2,2,2,38,2,3,3,-1,0,1,307853,130724,78225,53816,154046,188240,16002,28735,47937,58373,17622,44802,1
13321,80000,1,1,2,75,0,0,4,0,2,6,15428,205991,117026,146536,161573,375048,24583,51844,27192,30512,1672,33330,0
13322,50000,1,3,2,40,0,0,0,0,-1,3,394952,147179,368045,6135,397993,276495,51735,52928,31596,10409,42933,11241,0
13323,200000,1,2,2,78,1,0,0,-1,4,0,289473,260260,291931,336358,356814,324952,48539,33515,814,14417,30566,45174,0
13324,300000,2,1,2,76,-1,-1,7,0,4,3,210930,321122,120406,112026,310804,311580,53892,50989,4809,21465,46830,55848,0
13325,50000,1,3,1,23,4,5,1,-1,0,1,223978,355544,262868,187331,43498,363189,4288,27329,27739,28081,12655,3738,1
13326,20000,2,2,2,59,0,0,0,-1,3,1,306350,245056,219940,10597,13686,377764,42919,16727,10000,4151,55138,41171,0
13327,300000,2,3,2,67,-1,1,-1,-1,-1,0,17000,219749,286611,338640,50799,109104,28243,51825,40473,29131,14673,55322,0
13328,300000,2,3,1,37,3,2,-1,0,0,0,389467,69016,120688,54397,199951,67783,13387,13692,57881,56430,16374,50129,1
13329,500000,2,2,1,77,-1,0,-1,1,-1,-1,80286,165087,126229,190042,323958,93123,40821,150,16595,1378,39193,57367,0
13330,30000,1,2,2,39,2,0,0,0,-1,0,72756,127294,36496,111030,43086,305444,7717,21627,45162,22748,3501,6093,1
13331,200000,2,4,1,76,-1,0,-1,0,1,-1,3680,190084,384213,176374,322759,154437,58753,53741,51248,16140,51062,31208,0
13332,200000,1,3,2,70,3,-1,1,2,3,-1,59317,84122,182802,227096,228910,-8991,57336,10653,38791,38087,43271,56392,0
13333,200000,2,4,1,56,-1,2,4,0,6,4,306796,169074,273703,144286,284306,398338,45526,13512,20209,49245,23293,2389,1
13334,300000,2,1,2,25,-1,5,-1,-1,0,0,150360,102619,240791,127437,215369,34933,37960,9616,46366,18925,48408,27377,0
13335,500000,1,3,1,40,-1,-1,-1,-1,-1,0,272285,51732,106192,45746,278251,310964,20687,47367,30407,20003,35109,52770,0
13336,80000,2,2,2,67,4,0,1,5,-1,0,297932,67019,334672,306899,56889,201874,28018,17644,54792,58711,27686,38853,0
13337,10000,2,2,2,60,1,-1,-1,5,-1,0,23340,106773,368214,267858,10571,248128,3550,38408,13439,11544,44515,13280,1
13338,20000,1,1,2,65,-1,2,-1,0,0,6,331325,231727,211580,295663,371494,206217,14493,46061,46204,28105,28861,20650,1
13339,300000,1,3,1,40,7,0,0,0,0,3,345070,3951,374459,172375,109166,59012,52425,57310,55373,54401,35579,14566,0
13340,300000,1,2,2,41,-1,1,0,-1,1,-1,349494,319684,264200,242518,243765,144753,3277,24104,48195,14388,49919,9616,0
13341,10000,1,3,2,26,0,2,1,-1,-1,0,211892,91979,141400,-3076,324298,75929,4741,41635,21449,11397,13312,46778,0
13342,50000,1,2,2,57,-1,0,-1,0,1,-1,208091,380406,176867,75315,66021,127956,58459,35772,25707,9824,40084,18180,0
13343,30000,1,4,2,35,2,-1,7,0,4,-1,222401,60136,374001,101556,329044,196028,30070,58227,45003,19747,42910,54700,1
13344,50000,1,2,1,68,3,1,0,-1,0,2,297081,17302,128312,100963,256379,390806,21403,32411,55932,35176,55168,50178,1
13345,150000,1,4,1,48,0,-1,0,-1,0,2,171865,389878,-9905,24898,196405,235684,42662,10600,15728,8057,13661,31564,0
13346,100000,1,3,1,28,0,1,0,-1,0,-1,161108,273709,267791,66423,55834,376065,22798,30153,14899,19287,26560,2034,0
13347,80000,2,2,1,58,2,0,6,-1,-1,0,94762,286583,141520,235878,139918,146796,46452,51987,53226,21789,59792,47309,0
13348,80000,1,3,1,77,-1,8,-1,0,-1,0,167705,292067,248614,390702,316911,98544,46510,28079,12308,53539,42419,17106,0
13349,150000,1,3,2,72,2,0,3,0,6,5,7104,124655,265015,222771,7923,376233,30860,49177,59291,58850,15912,44826,0
13350,150000,1,2,2,34,3,1,0,-1,0,-1,66797,89923,145250,24672,125143,7365,54988,56968,26509,9163,1154,15197,0
13351,10000,1,2,2,77,0,0,2,0,0,-1,326254,363017,235459,35203,346688,27299,33543,58952,22664,972,58548,16859,0
13352,20000,2,4,1,59,-1,-1,-1,0,1,1,372383,196399,210335,54712,289796,8021,42801,13345,4440,40290,45365,1718,0
13353,50000,2,4,1,57,-1,1,1,2,2,-1,194058,131962,216342,28218,387922,379868,50287,32443,49126,53411,51047,34477,0
13354,80000,2,3,2,60,0,1,0,1,0,0,240344,267542,68856,349675,16074,239729,2444,38243,14081,48427,40586,54092,1
13355,500000,2,2,2,21,2,-1,3,0,0,1,230533,128361,247623,33734,168904,127011,17907,15377,7453,49153,51412,25689,1
13356,300000,1,2,2,33,-1,5,-1,4,0,-1,173905,395340,117345,332592,158376,9460,33659,57201,27443,1254,52993,39996,0
13357,150000,2,2,2,48,-1,0,1,0,-1,0,45693,157000,171056,251215,141955,6901,36307,12830,1928,37434,43398,26355,0
13358,10000,1,3,2,27,6,0,5,-1,0,5,316908,78097,122867,384739,160338,55123,48485,45394,7077,9308,51424,36119,1
13359,20000,1,2,1,28,0,1,4,-1,-1,-1,148336,322564,148570,112820,58364,248708,524,30182,13001,30322,22888,24743,1
13360,80000,1,2,2,66,1,3,-1,-1,0,7,395158,247605,328200,256118,77223,362330,48613,54501,43020,17131,10396,4742,1
13361,100000,2,3,2,26,0,0,-1,1,3,-1,47363,121036,33516,127208,374741,390453,31990,46076,55455,18101,40983,14704,0
13362,150000,1,4,1,45,1,-1,3,0,3,-1,-8006,259759,145584,292160,4807,351458,46791,23849,6720,22948,18268,19746,0
13363,20000,1,2,1,59,-1,2,-1,-1,4,0,376563,315881,350177,1478,81072,43938,11150,32664,28956,33484,17629,53052,1
13364,300000,2,2,3,60,2,-1,0,2,3,-1,393316,111623,190289,259224,35779,174579,1679,32559,15915,38533,39219,3930,1
13365,80000,1,2,2,71,3,-1,-1,0,1,-1,154725,318073,1425,117319,121897,153392,9124,37461,36742,24508,22737,14882,0
13366,100000,1,2,2,24,-1,-1,3,0,0,-1,349701,150476,246058,-9355,251067,376960,47007,16579,7163,27460,23447,14270,0
13367,10000,1,2,1,32,0,0,0,0,0,-1,174345,161438,122541,358558,188046,262239,27811,51742,13020,19678,43899,38490,0
13368,300000,2,1,3,66,2,0,0,-1,2,0,144929,298417,291117,10587,188413,395132,56856,9487,39926,746,29138,36411,0
13369,100000,2,1,2,24,0,-1,-1,0,4,2,125636,74638,186084,54582,-623,360305,30256,37891,19520,52450,12642,46003,0
13370,30000,1,3,1,67,-1,0,2,3,-1,-1,260662,185534,180177,44055,312846,157266,11651,13714,28410,22547,11863,4167,0
13371,50000,1,2,2,74,-1,0,-1,0,0,-1,376172,145043,392519,211232,353980,38612,7668,31493,45481,28528,8851,17652,0
13372,50000,2,3,2,47,-1,0,6,4,0,5,63357,307402,297072,318934,129030,385878,12392,57894,41352,54733,5047,35660,0
13373,10000,2,1,1,65,0,1,1,-1,3,0,192096,179904,271874,263957,47846,124174,52138,20998,53018,50374,12913,13611,1
13374,500000,2,3,2,36,1,2,-1,6,-1,-1,102480,158609,91353,226984,348988,261021,11365,40974,3075,11888,46868,18573,1
13375,300000,1,3,1,34,0,-1,0,0,4,1,135036,14235,162843,388378,299232,334143,35747,23557,45717,24230,12061,58678,0
13376,300000,2,3,2,23,0,-1,-1,0,-1,1,76398,394441,169033,-8164,245337,237221,33427,18659,25076,47511,48840,33116,0
13377,50000,2,2,2,55,0,0,0,0,0,1,74448,389482,282190,127477,208022,283555,27527,30525,9478,56000,26970,18485,0
13378,100000,2,3,1,37,-1,1,0,0,0,1,313832,303447,97910,386364,65408,89786,27328,2441,54479,31375,26298,1144,0
13379,80000,1,4,1,23,3,0,-1,-1,0,0,299576,390186,251802,143258,62871,17207,44990,24992,59400,22501,22511,57711,0
13380,80000,1,2,3,44,-1,-1,2,1,-1,0,64822,71269,10817,281005,340470,237623,7602,57228,16847,24442,4183,1799,0
13381,100000,2,2,1,59,0,0,-1,-1,0,0,199517,308893,260587,119734,328156,369507,14090,47747,19727,8065,35985,32970,0
13382,80000,1,2,2,35,4,-1,3,-1,3,-1,230483,100459,389916,21157,37001,196258,36289,24127,18436,119,17467,31865,0
13383,200000,2,4,2,33,-1,-1,-1,0,0,3,15339,333101,1627,139557,319310,384761,45368,33900,31288,50886,14,24664,0
13384,10000,1,2,2,22,0,-1,-1,6,7,0,8689,28670,122930,287429,140966,187766,5914,25911,30217,4174,31391,42673,0
13385,20000,1,2,2,60,-1,-1,0,-1,3,0,168278,267734,194235,328247,294912,183533,56188,3905,44963,27738,45505,39233,0
13386,300000,2,4,1,27,1,0,1,0,0,1,36964,334487,27413,54298,77429,245027,56893,1065,42554,32260,13273,28177,1
13387,300000,1,2,2,74,0,0,-1,1,-1,1,132534,90814,120661,17629,196952,164203,22673,57111,4329,32593,48610,50000,0
13388,300000,2,2,2,58,0,4,-1,0,0,-1,394607,228392,341899,203739,195403,174326,11083,48035,22259,2946,43263,45678,0
13389,50000,1,3,2,63,2,5,-1,4,4,1,320916,327792,164747,228155,193959,5897,16627,52445,30503,26846,27631,33409,1
13390,80000,1,1,2,37,6,-1,5,-1,0,-1,196832,-4035,338926,58660,345650,384351,6899,23130,48696,14467,22267,14982,1
13391,10000,1,2,1,25,1,0,-1,-1,0,1,18286,253849,310797,253339,2751,304476,56779,9376,35590,8636,53974,19232,1
13392,30000,2,1,2,70,6,-1,-1,0,0,0,70683,227107,343108,22308,368048,83617,22139,59689,6129,25500,10035,6055,1
13393,200000,1,3,1,34,0,-1,-1,6,3,-1,93970,98039,90224,170215,252670,258988,39993,25894,1656,32777,35580,6409,0
13394,50000,1,3,2,32,-1,-1,-1,3,-1,1,48312,393119,378201,331569,324223,229738,3260,34717,47481,9876,9871,4059,0
13395,80000,1,1,1,74,-1,5,-1,3,1,-1,210966,62348,-7372,253699,175137,386554,25789,44086,9385,28850,28499,13357,0
13396,20000,1,2,2,30,1,0,-1,1,-1,-1,40528,161832,285379,29265,157170,207167,43119,23584,8260,19276,7085,39837,0
13397,80000,1,4,2,27,5,3,0,2,2,0,317882,98468,45722,35927,43390,390796,17177,21193,19387,8590,29031,50738,1
13398,200000,2,2,1,43,0,0,7,0,0,0,291842,218328,165339,345523,364478,67135,37379,33238,28589,1557,22207,42349,0
13399,100000,2,4,2,28,-1,-1,-1,1,2,0,105714,203223,249639,95898,139403,59071,16220,11779,45518,52946,55879,24725,0
13400,100000,1,4,2,58,-1,1,-1,8,-1,-1,311201,165780,11155,216960,253376,362965,6406,56868,5975,45622,59261,52397,0
13401,500000,1,2,1,61,2,-1,0,0,0,0,159170,278492,-5404,257935,182135,248251,50487,35672,14191,24559,15984,47572,0
13402,30000,1,3,2,71,-1,0,0,0,0,1,145820,304458,272669,303403,286414,26481,30838,9446,9035,19919,12374,24087,0
13403,30000,1,3,2,59,-1,4,0,-1,0,0,280447,208116,190655,256438,134057,298489,22996,48399,47810,49254,4042,43395,0
13404,150000,2,3,2,64,0,3,4,6,0,-1,161085,287503,319857,170094,227875,281667,12110,43760,37047,45612,26212,38081,0
13405,80000,2,3,2,61,0,-1,2,1,-1,3,123684,275627,114090,26533,36160,53761,3895,56534,5525,37380,11551,31746,0
13406,500000,2,2,2,58,2,0,-1,3,-1,3,94808,233152,210546,301889,249345,376186,31427,16964,2845,25069,57661,10590,0
13407,10000,1,4,2,50,1,0,1,0,-1,-1,210949,354537,211322,49063,91427,297193,20903,52780,39068,41150,38560,23558,0
13408,20000,2,2,2,41,2,0,0,0,-1,-1,23865,10369,-4880,287405,108698,162933,38245,9959,42700,42047,58861,45981,1
13409,50000,2,3,1,47,1,-1,0,-1,-1,5,51270,340066,148995,26031,223119,168043,6782,959,56098,34829,37390,32477,0
13410,80000,1,3,2,79,-1,0,-1,-1,-1,-1,339591,186588,143131,13043,66959,249580,28400,48192,26386,21052,29516,9866,0
13411,300000,1,2,2,49,2,-1,-1,1,1,0,311780,366852,172999,269733,135474,228475,49664,59922,33794,36399,9681,41579,1
13412,80000,1,3,1,36,1,0,-1,1,-1,5,15448,377046,256236,365477,263873,115511,30005,11885,49359,40663,13085,4324,0
13413,80000,1,3,1,39,0,2,0,-1,2,1,244532,359218,325844,317019,272356,16945,27550,25419,25481,36895,39641,37742,0
13414,20000,2,4,1,33,0,0,4,0,-1,1,185333,384546,252384,20131,276274,93216,25411,39692,21425,40541,3658,4810,1
13415,80000,2,2,1,38,0,0,1,-1,0,1,42636,224270,175149,7741,85285,252434,21652,48879,33244,40075,56302,29306,0
13416,100000,2,3,2,56,2,-1,0,1,0,0,6400,91358,369709,293987,15260,285136,25609,11571,25478,33582,17678,13717,0
13417,100000,1,2,2,22,-1,0,-1,-1,-1,1,344470,346081,240740,-2629,346666,207347,25802,53892,5701,5872,31298,1763,0
13418,150000,1,1,1,67,-1,0,1,5,2,0,59414,258165,264155,191893,197673,289134,57464,53261,35009,3532,23287,38736,0
13419,80000,2,1,2,63,-1,0,-1,-1,0,0,281694,29297,112304,270785,232407,277057,23369,14314,22728,45716,3333,28262,0
13420,20000,2,2,2,78,3,-1,3,-1,6,1,-644,102942,366428,155981,99890,322256,13012,38104,32126,2189,13439,31,1
13421,20000,2,2,2,56,-1,0,-1,-1,2,-1,153980,381532,394208,-3879,165921,130852,34094,40054,46861,41359,36909,52040,0
13422,20000,2,1,1,43,8,0,-1,5,0,-1,142368,342017,192549,72438,74239,28539,564,32980,4204,39262,52434,45008,1
13423,150000,2,2,1,62,2,2,0,-1,0,-1,338053,337996,322355,137249,78024,145617,7428,32609,3670,56141,55501,35406,0
13424,300000,2,2,1,44,2,8,0,0,0,1,35470,13923,50802,392955,154200,142844,17506,27920,48846,27141,48126,48381,1
13425,300000,1,3,1,32,-1,0,5,0,-1,0,240509,246951,324651,86482,156073,-2160,21622,44478,14957,15819,17487,25223,0
13426,50000,2,1,2,69,0,1,-1,-1,1,0,56236,369453,369535,129065,114161,278185,53014,23253,14805,57839,37516,9262,0
13427,10000,2,2,1,22,-1,-1,0,-1,-1,1,108475,119615,209517,146325,226055,100963,6362,27143,33968,26763,40060,26505,1
13428,150000,1,3,2,74,-1,1,0,-1,0,2,86176,296194,204384,318559,81404,129040,27177,34005,46937,52550,6124,59004,0
13429,10000,2,3,2,70,7,-1,2,0,6,7,45680,300140,281283,286618,107614,226224,5210,52364,5108,32679,18386,51632,1
13430,150000,2,3,1,55,-1,-1,1,2,1,0,367709,286278,58298,112782,104062,216246,59487,5278,27435,7687,48218,20524,0
13431,50000,2,2,2,48,1,0,-1,4,1,6,12786,335234,198824,140751,67554,153999,33360,55720,26227,11391,43653,5260,0
13432,300000,1,2,1,21,0,-1,-1,1,0,3,311525,286885,388766,384085,78914,70590,21371,12141,26027,54323,9378,25154,0
13433,150000,2,2,2,40,-1,-1,-1,-1,-1,-1,80987,111153,224149,266348,386681,216730,7361,33284,50651,54476,46595,38723,0
13434,200000,1,3,2,50,3,1,0,-1,0,1,110835,308121,185689,214461,266387,264064,39156,12426,31268,11900,47193,18485,1
13435,80000,1,2,2,75,2,0,-1,-1,-1,-1,16695,48701,369254,252423,114719,-6705,1136,43060,38409,34497,42675,57111,1
13436,300000,1,2,2,44,2,4,-1,-1,1,4,23329,72897,128764,242835,34008,278833,59444,53327,27212,16865,24893,29854,1
13437,100000,1,2,2,25,6,-1,1,-1,0,0,325992,394662,28182,351811,74771,116206,43520,37106,9794,53261,951,52264,1
13438,150000,1,2,1,48,0,-1,-1,0,0,1,20731,182395,248546,364747,209121,166884,57153,53528,16976,1763,14997,3862,0
13439,50000,1,2,2,36,0,0,5,-1,-1,0,106461,30510,310660,366943,193323,61216,52865,44258,41947,21365,54015,46940,0
13440,80000,2,2,2,31,2,0,4,-1,-1,0,341413,11622,74797,65703,202092,150534,42995,51793,2170,48199,9041,35327,1
13441,300000,1,1,3,43,0,8,3,2,1,0,133885,145400,6153,26409,105141,127301,33540,26527,43192,160,8260,45511,0
13442,50000,2,2,3,60,5,0,0,-1,-1,-1,314066,3332,164020,189376,289451,47130,2290,11937,27761,53880,43042,31570,0
13443,10000,1,2,1,56,-1,-1,5,-1,-1,2,229831,32473,321526,18608,283321,355389,24740,31523,45244,50712,23706,32130,1
13444,50000,1,2,2,79,0,0,2,0,-1,-1,221168,-9645,319240,270606,329821,127431,17519,42978,55496,35698,13751,43956,0
13445,50000,2,3,1,43,-1,-1,-1,2,0,3,137941,243481,381583,102328,279790,167105,7328,32914,52192,10145,28655,30031,0
13446,80000,1,2,2,60,5,-1,0,0,0,2,36607,70462,22752,346436,105360,227330,6026,47107,5901,34302,46611,44135,1
13447,10000,2,2,1,58,0,-1,0,-1,-1,2,177908,219550,187038,45207,303282,214127,1974,51025,34912,14788,58507,57870,0
13448,20000,2,3,2,36,3,2,-1,0,-1,2,293743,121609,37264,256435,66940,332090,1060,45819,24674,10982,19085,19745,1
13449,50000,1,2,1,61,0,0,1,2,0,3,309692,286568,322293,226292,206377,130047,56387,19491,18727,47457,34677,58881,0
13450,80000,1,2,2,46,2,0,-1,0,-1,0,105540,61209,283490,181505,116774,38728,18462,56968,18721,48134,39926,41349,1
13451,10000,1,2,2,78,-1,0,0,1,-1,0,201314,255815,366352,287095,282870,358478,21871,31621,44943,6221,35575,46646,0
13452,50000,1,4,2,58,-1,1,0,0,-1,-1,388030,368940,369648,316177,265820,174684,21122,48004,14808,41788,10388,6958,1
13453,50000,1,2,1,66,2,2,4,-1,-1,0,191571,272680,333917,125632,27432,375851,37044,28992,35477,38850,41610,38680,1
13454,10000,2,2,2,65,-1,0,-1,0,0,-1,13473,183265,93957,244818,266800,141534,24881,15373,20138,12217,3020,14554,0
13455,30000,1,1,2,53,-1,-1,2,0,0,-1,241073,365575,136404,380455,207833,188290,48875,49875,35052,18524,40464,48923,0
13456,30000,2,3,2,72,-1,4,0,0,-1,-1,245086,72592,301442,126101,101862,358669,32230,26217,55240,20011,13639,11399,0
13457,20000,2,2,1,50,1,0,0,0,-1,3,292925,372300,315294,11633,331352,295680,50385,6631,12604,43799,50402,8682,1
13458,200000,2,3,1,47,0,-1,0,0,-1,-1,244996,311532,315449,377136,183112,300700,35679,619,31091,35768,38540,48534,0
13459,10000,2,1,2,73,3,0,0,-1,-1,0,88353,393607,231972,217339,179790,42897,44355,19346,8447,18952,3033,43916,1
13460,100000,1,2,1,75,0,1,-1,-1,-1,0,273637,370117,123291,278123,324971,-2832,32563,25610,20544,10007,25502,6278,0
13461,150000,2,3,2,39,2,1,-1,0,3,-1,119344,200259,76726,26827,134154,387796,16638,40030,10735,5915,30837,20285,1
13462,300000,2,2,2,75,-1,-1,1,-1,0,-1,336320,223440,380828,109129,331102,150888,36826,33404,52628,36019,420,45463,0
13463,100000,1,1,1,62,0,3,1,2,3,7,350864,165961,27297,185931,270537,97693,7915,43615,45945,48765,901,7091,0
13464,100000,2,3,1,64,0,2,-1,4,-1,0,239121,193322,29572,350676,85222,362495,1221,13607,43567,43360,40832,51963,1
13465,200000,2,4,3,74,1,2,2,0,0,0,305519,233145,26169,202342,143608,22482,11186,23757,12957,22088,21558,37026,1
13466,300000,2,2,2,73,1,1,0,0,-1,0,239040,327235,172926,192978,262002,301234,17189,50337,27311,14230,26601,14278,1
13467,30000,1,3,2,45,0,0,0,0,-1,0,72698,284920,20966,7698,13797,32621,9913,24385,11260,8130,42986,25377,0
13468,200000,1,2,2,55,1,-1,2,1,1,0,99867,317549,-7061,357815,47029,309382,41566,41849,28553,54544,11497,5321,0
13469,80000,2,3,1,55,0,1,3,0,4,4,-7158,302914,266331,47443,-6913,113165,40151,9817,39358,8719,49790,17513,0
13470,10000,2,3,2,21,2,0,1,-1,1,0,179400,134915,118838,20135,213907,91238,53559,54798,58888,25487,3382,1019,1
13471,150000,2,3,2,25,5,2,4,-1,-1,5,180418,212543,366950,302223,252413,308586,45527,26673,1374,22199,16292,35698,1
13472,500000,2,2,1,50,-1,2,-1,-1,0,1,122933,21535,167932,139561,-1560,103299,18039,43004,4277,28676,47413,23332,0
13473,20000,2,2,2,53,0,0,-1,1,2,0,346884,152497,284866,136251,82061,84122,20804,39373,37038,44837,59835,27472,0
13474,10000,1,2,2,50,4,0,0,0,0,1,73217,273875,326737,388666,152099,148639,27178,4892,36071,24123,9944,39201,1
13475,500000,2,3,2,76,1,3,0,-1,0,4,145253,32930,105586,384819,351476,102514,54546,43852,57252,30230,59321,1097,0
13476,100000,1,3,2,25,-1,3,0,0,-1,-1,78914,302217,267465,88526,198360,91791,16382,11961,9247,6940,36492,19927,0
13477,30000,2,2,1,77,0,-1,-1,-1,8,-1,110231,382595,381245,3506,200567,259860,33409,17369,10318,59779,1920,24941,0
13478,200000,1,2,1,39,-1,-1,-1,0,0,3,370099,186137,100936,161437,231255,166789,39444,6959,28040,41304,42666,52339,0
